idx,coord_y,coord_x,tumor_patch,center_tumor_patch,wsi,slide_name,hospital
53205,132224,36480,0,0,camelyon16_train_normal_054,normal_054,0
41370,127744,21824,0,0,camelyon16_train_normal_054,normal_054,0
75537,137216,21632,0,0,camelyon16_train_normal_054,normal_054,0
82684,109248,49088,0,0,camelyon16_train_normal_054,normal_054,0
141028,129152,16640,0,0,camelyon16_train_normal_054,normal_054,0
178749,97664,52160,0,0,camelyon16_train_normal_054,normal_054,0
9677,128832,20416,0,0,camelyon16_train_normal_054,normal_054,0
204366,98368,56128,0,0,camelyon16_train_normal_054,normal_054,0
222258,129664,17024,0,0,camelyon16_train_normal_054,normal_054,0
261995,126016,24000,0,0,camelyon16_train_normal_054,normal_054,0
167583,134592,35264,0,0,camelyon16_train_normal_054,normal_054,0
131371,131904,34112,0,0,camelyon16_train_normal_054,normal_054,0
139314,135424,24320,0,0,camelyon16_train_normal_054,normal_054,0
186411,130752,26752,0,0,camelyon16_train_normal_054,normal_054,0
230441,125184,15872,0,0,camelyon16_train_normal_054,normal_054,0
5132,141888,23552,0,0,camelyon16_train_normal_054,normal_054,0
159317,130112,34560,0,0,camelyon16_train_normal_054,normal_054,0
114290,127424,28352,0,0,camelyon16_train_normal_054,normal_054,0
78453,130624,22400,0,0,camelyon16_train_normal_054,normal_054,0
161739,136768,15296,0,0,camelyon16_train_normal_054,normal_054,0
202104,130176,20992,0,0,camelyon16_train_normal_054,normal_054,0
2143,126656,20224,0,0,camelyon16_train_normal_054,normal_054,0
124293,131200,23488,0,0,camelyon16_train_normal_054,normal_054,0
52100,111872,50176,0,0,camelyon16_train_normal_054,normal_054,0
203186,134144,16192,0,0,camelyon16_train_normal_054,normal_054,0
108975,101824,47424,0,0,camelyon16_train_normal_054,normal_054,0
250227,100160,50752,0,0,camelyon16_train_normal_054,normal_054,0
159588,127744,30976,0,0,camelyon16_train_normal_054,normal_054,0
153724,139712,18752,0,0,camelyon16_train_normal_054,normal_054,0
174551,131072,21184,0,0,camelyon16_train_normal_054,normal_054,0
44055,132224,15680,0,0,camelyon16_train_normal_054,normal_054,0
67399,137024,29440,0,0,camelyon16_train_normal_054,normal_054,0
110792,127616,14784,0,0,camelyon16_train_normal_054,normal_054,0
59430,132544,30464,0,0,camelyon16_train_normal_054,normal_054,0
225991,137216,29696,0,0,camelyon16_train_normal_054,normal_054,0
184028,135808,25984,0,0,camelyon16_train_normal_054,normal_054,0
46761,108992,44352,0,0,camelyon16_train_normal_054,normal_054,0
85320,159488,50752,0,0,camelyon16_train_normal_055,normal_055,0
81554,153600,29312,0,0,camelyon16_train_normal_055,normal_055,0
103256,149504,41920,0,0,camelyon16_train_normal_055,normal_055,0
244452,129920,68736,0,0,camelyon16_train_normal_055,normal_055,0
119337,151488,50496,0,0,camelyon16_train_normal_055,normal_055,0
97358,163520,55104,0,0,camelyon16_train_normal_055,normal_055,0
67560,165952,56384,0,0,camelyon16_train_normal_055,normal_055,0
223385,167360,46016,0,0,camelyon16_train_normal_055,normal_055,0
84128,172992,40960,0,0,camelyon16_train_normal_055,normal_055,0
48387,152384,52992,0,0,camelyon16_train_normal_055,normal_055,0
233520,141504,58944,0,0,camelyon16_train_normal_055,normal_055,0
239899,172864,56512,0,0,camelyon16_train_normal_055,normal_055,0
198450,158528,47168,0,0,camelyon16_train_normal_055,normal_055,0
51925,137280,55360,0,0,camelyon16_train_normal_055,normal_055,0
193687,175104,56512,0,0,camelyon16_train_normal_055,normal_055,0
249739,160320,62464,0,0,camelyon16_train_normal_055,normal_055,0
205516,128896,73408,0,0,camelyon16_train_normal_055,normal_055,0
186028,155904,32384,0,0,camelyon16_train_normal_055,normal_055,0
170726,134720,73600,0,0,camelyon16_train_normal_055,normal_055,0
221014,166848,40000,0,0,camelyon16_train_normal_055,normal_055,0
235845,136960,42432,0,0,camelyon16_train_normal_055,normal_055,0
124871,172160,34688,0,0,camelyon16_train_normal_055,normal_055,0
54693,152896,67456,0,0,camelyon16_train_normal_055,normal_055,0
239606,132928,46656,0,0,camelyon16_train_normal_055,normal_055,0
41121,159296,70528,0,0,camelyon16_train_normal_055,normal_055,0
23277,155840,65344,0,0,camelyon16_train_normal_055,normal_055,0
48907,132224,60800,0,0,camelyon16_train_normal_055,normal_055,0
122810,163008,49600,0,0,camelyon16_train_normal_055,normal_055,0
195881,160576,60928,0,0,camelyon16_train_normal_055,normal_055,0
193573,160896,43072,0,0,camelyon16_train_normal_055,normal_055,0
29968,160128,61568,0,0,camelyon16_train_normal_055,normal_055,0
198341,165376,43712,0,0,camelyon16_train_normal_055,normal_055,0
168459,155328,67392,0,0,camelyon16_train_normal_055,normal_055,0
142187,156288,61504,0,0,camelyon16_train_normal_055,normal_055,0
140546,163456,41280,0,0,camelyon16_train_normal_055,normal_055,0
35142,130560,70656,0,0,camelyon16_train_normal_055,normal_055,0
249010,130816,75648,0,0,camelyon16_train_normal_055,normal_055,0
109756,159232,36672,0,0,camelyon16_train_normal_055,normal_055,0
73668,153344,64064,0,0,camelyon16_train_normal_055,normal_055,0
189617,160704,43008,0,0,camelyon16_train_normal_055,normal_055,0
100502,105664,28672,0,0,camelyon16_train_normal_055,normal_055,0
157875,162368,48512,0,0,camelyon16_train_normal_055,normal_055,0
39487,147968,42048,0,0,camelyon16_train_normal_055,normal_055,0
96263,149312,39168,0,0,camelyon16_train_normal_055,normal_055,0
109659,170368,58048,0,0,camelyon16_train_normal_055,normal_055,0
66884,140480,59392,0,0,camelyon16_train_normal_055,normal_055,0
228221,129792,58560,0,0,camelyon16_train_normal_055,normal_055,0
51070,130048,65536,0,0,camelyon16_train_normal_055,normal_055,0
132895,164416,64256,0,0,camelyon16_train_normal_055,normal_055,0
173927,173056,48000,0,0,camelyon16_train_normal_055,normal_055,0
189692,166080,65536,0,0,camelyon16_train_normal_055,normal_055,0
200629,147904,35008,0,0,camelyon16_train_normal_055,normal_055,0
58762,137472,59712,0,0,camelyon16_train_normal_055,normal_055,0
232160,174784,52992,0,0,camelyon16_train_normal_055,normal_055,0
1115,157376,63616,0,0,camelyon16_train_normal_055,normal_055,0
159733,139840,57664,0,0,camelyon16_train_normal_055,normal_055,0
120356,168192,39424,0,0,camelyon16_train_normal_055,normal_055,0
206591,150208,65280,0,0,camelyon16_train_normal_055,normal_055,0
69804,164544,65088,0,0,camelyon16_train_normal_055,normal_055,0
132825,163776,36288,0,0,camelyon16_train_normal_055,normal_055,0
176983,159296,45120,0,0,camelyon16_train_normal_055,normal_055,0
130534,165632,67520,0,0,camelyon16_train_normal_055,normal_055,0
20177,150720,31104,0,0,camelyon16_train_normal_058,normal_058,0
104336,129920,57280,0,0,camelyon16_train_normal_058,normal_058,0
65038,127936,52864,0,0,camelyon16_train_normal_058,normal_058,0
153773,131776,60352,0,0,camelyon16_train_normal_058,normal_058,0
68737,176320,60864,0,0,camelyon16_train_normal_058,normal_058,0
138750,152064,32832,0,0,camelyon16_train_normal_058,normal_058,0
224033,138176,33344,0,0,camelyon16_train_normal_058,normal_058,0
140166,135616,62208,0,0,camelyon16_train_normal_058,normal_058,0
96479,152512,28480,0,0,camelyon16_train_normal_058,normal_058,0
172343,166272,30272,0,0,camelyon16_train_normal_058,normal_058,0
209554,179712,44096,0,0,camelyon16_train_normal_058,normal_058,0
205931,162688,35328,0,0,camelyon16_train_normal_058,normal_058,0
48886,141952,49152,0,0,camelyon16_train_normal_058,normal_058,0
97544,150720,42560,0,0,camelyon16_train_normal_058,normal_058,0
174197,164096,33792,0,0,camelyon16_train_normal_058,normal_058,0
63966,177856,42688,0,0,camelyon16_train_normal_058,normal_058,0
44754,177344,61440,0,0,camelyon16_train_normal_058,normal_058,0
235796,171136,32576,0,0,camelyon16_train_normal_058,normal_058,0
115096,180096,36800,0,0,camelyon16_train_normal_058,normal_058,0
96841,177536,57216,0,0,camelyon16_train_normal_058,normal_058,0
34041,149120,40832,0,0,camelyon16_train_normal_058,normal_058,0
118776,178496,33216,0,0,camelyon16_train_normal_058,normal_058,0
244247,168128,65280,0,0,camelyon16_train_normal_058,normal_058,0
19952,171520,56576,0,0,camelyon16_train_normal_058,normal_058,0
63440,160128,41280,0,0,camelyon16_train_normal_058,normal_058,0
74398,159936,36672,0,0,camelyon16_train_normal_058,normal_058,0
199296,128320,59072,0,0,camelyon16_train_normal_058,normal_058,0
241528,134144,35520,0,0,camelyon16_train_normal_058,normal_058,0
47771,174080,29824,0,0,camelyon16_train_normal_058,normal_058,0
228106,129984,63104,0,0,camelyon16_train_normal_058,normal_058,0
104205,143104,31040,0,0,camelyon16_train_normal_058,normal_058,0
66851,142336,49984,0,0,camelyon16_train_normal_058,normal_058,0
147522,140736,38336,0,0,camelyon16_train_normal_058,normal_058,0
120332,162368,49664,0,0,camelyon16_train_normal_058,normal_058,0
7735,152384,35072,0,0,camelyon16_train_normal_058,normal_058,0
140095,137856,47232,0,0,camelyon16_train_normal_058,normal_058,0
222890,173184,62976,0,0,camelyon16_train_normal_058,normal_058,0
72567,140864,67136,0,0,camelyon16_train_normal_058,normal_058,0
95627,156288,43200,0,0,camelyon16_train_normal_058,normal_058,0
71929,171392,27712,0,0,camelyon16_train_normal_058,normal_058,0
167496,163328,33344,0,0,camelyon16_train_normal_058,normal_058,0
153740,146304,23424,0,0,camelyon16_train_normal_058,normal_058,0
246537,135296,65984,0,0,camelyon16_train_normal_058,normal_058,0
102126,177152,39488,0,0,camelyon16_train_normal_058,normal_058,0
141553,146368,35840,0,0,camelyon16_train_normal_058,normal_058,0
212410,143872,32320,0,0,camelyon16_train_normal_058,normal_058,0
18550,136832,74048,0,0,camelyon16_train_normal_058,normal_058,0
251954,144256,39360,0,0,camelyon16_train_normal_058,normal_058,0
113974,153984,32960,0,0,camelyon16_train_normal_058,normal_058,0
84250,177472,59072,0,0,camelyon16_train_normal_058,normal_058,0
253083,139584,67712,0,0,camelyon16_train_normal_058,normal_058,0
11875,136640,36160,0,0,camelyon16_train_normal_058,normal_058,0
220823,141248,49408,0,0,camelyon16_train_normal_058,normal_058,0
126129,145920,38848,0,0,camelyon16_train_normal_058,normal_058,0
210206,136768,48256,0,0,camelyon16_train_normal_058,normal_058,0
143935,171328,65216,0,0,camelyon16_train_normal_058,normal_058,0
91794,126272,67328,0,0,camelyon16_train_normal_058,normal_058,0
51237,132800,72448,0,0,camelyon16_train_normal_058,normal_058,0
58869,161280,44224,0,0,camelyon16_train_normal_058,normal_058,0
116225,156352,24640,0,0,camelyon16_train_normal_058,normal_058,0
5742,131968,58176,0,0,camelyon16_train_normal_058,normal_058,0
159178,169728,62592,0,0,camelyon16_train_normal_058,normal_058,0
24760,145408,40640,0,0,camelyon16_train_normal_058,normal_058,0
164540,130048,34880,0,0,camelyon16_train_normal_058,normal_058,0
145544,135296,61824,0,0,camelyon16_train_normal_058,normal_058,0
14410,164416,32768,0,0,camelyon16_train_normal_058,normal_058,0
28807,83264,72384,0,0,camelyon16_train_normal_059,normal_059,0
240764,67328,59136,0,0,camelyon16_train_normal_059,normal_059,0
87022,137600,67456,0,0,camelyon16_train_normal_059,normal_059,0
151411,78464,84864,0,0,camelyon16_train_normal_059,normal_059,0
104994,66752,59776,0,0,camelyon16_train_normal_059,normal_059,0
102696,139456,60544,0,0,camelyon16_train_normal_059,normal_059,0
178197,139456,62272,0,0,camelyon16_train_normal_059,normal_059,0
211711,86400,31488,0,0,camelyon16_train_normal_059,normal_059,0
96321,148736,75968,0,0,camelyon16_train_normal_059,normal_059,0
246742,143808,75136,0,0,camelyon16_train_normal_059,normal_059,0
207829,68672,71744,0,0,camelyon16_train_normal_059,normal_059,0
220400,79104,30656,0,0,camelyon16_train_normal_059,normal_059,0
250568,73728,73024,0,0,camelyon16_train_normal_059,normal_059,0
109122,74560,61568,0,0,camelyon16_train_normal_059,normal_059,0
94026,143808,74432,0,0,camelyon16_train_normal_059,normal_059,0
109715,59520,62912,0,0,camelyon16_train_normal_059,normal_059,0
200685,63104,65920,0,0,camelyon16_train_normal_059,normal_059,0
187279,59200,63232,0,0,camelyon16_train_normal_059,normal_059,0
78473,81408,41152,0,0,camelyon16_train_normal_059,normal_059,0
26105,58688,63872,0,0,camelyon16_train_normal_059,normal_059,0
48895,97664,55424,0,0,camelyon16_train_normal_059,normal_059,0
114462,157824,34432,0,0,camelyon16_train_normal_059,normal_059,0
196685,154304,30016,0,0,camelyon16_train_normal_059,normal_059,0
120340,65152,62592,0,0,camelyon16_train_normal_059,normal_059,0
259385,144896,67456,0,0,camelyon16_train_normal_059,normal_059,0
190117,143360,66752,0,0,camelyon16_train_normal_059,normal_059,0
63339,65856,62720,0,0,camelyon16_train_normal_059,normal_059,0
150258,66688,60480,0,0,camelyon16_train_normal_059,normal_059,0
149149,177280,38784,0,0,camelyon16_train_normal_059,normal_059,0
235324,96832,57408,0,0,camelyon16_train_normal_059,normal_059,0
60574,162624,44224,0,0,camelyon16_train_normal_059,normal_059,0
155005,138176,61312,0,0,camelyon16_train_normal_059,normal_059,0
160451,83200,75840,0,0,camelyon16_train_normal_059,normal_059,0
170522,96064,54656,0,0,camelyon16_train_normal_059,normal_059,0
145435,64768,59584,0,0,camelyon16_train_normal_059,normal_059,0
96766,74240,77120,0,0,camelyon16_train_normal_059,normal_059,0
126610,148608,61696,0,0,camelyon16_train_normal_059,normal_059,0
139933,63680,65984,0,0,camelyon16_train_normal_059,normal_059,0
142857,81984,71488,0,0,camelyon16_train_normal_059,normal_059,0
124329,136896,57280,0,0,camelyon16_train_normal_059,normal_059,0
60538,156096,77888,0,0,camelyon16_train_normal_059,normal_059,0
168983,81344,33536,0,0,camelyon16_train_normal_059,normal_059,0
252428,69504,66752,0,0,camelyon16_train_normal_059,normal_059,0
246671,140032,70976,0,0,camelyon16_train_normal_059,normal_059,0
206399,106176,41984,0,0,camelyon16_train_normal_059,normal_059,0
149063,136064,63872,0,0,camelyon16_train_normal_059,normal_059,0
46577,154304,30656,0,0,camelyon16_train_normal_059,normal_059,0
98535,134528,61056,0,0,camelyon16_train_normal_059,normal_059,0
176607,61248,55744,0,0,camelyon16_train_normal_059,normal_059,0
98758,73536,69696,0,0,camelyon16_train_normal_059,normal_059,0
166904,148032,77440,0,0,camelyon16_train_normal_059,normal_059,0
176601,151552,78848,0,0,camelyon16_train_normal_059,normal_059,0
51811,146112,76864,0,0,camelyon16_train_normal_059,normal_059,0
73034,64448,61504,0,0,camelyon16_train_normal_059,normal_059,0
63952,62592,57920,0,0,camelyon16_train_normal_059,normal_059,0
161168,63360,68288,0,0,camelyon16_train_normal_059,normal_059,0
1456,74560,71744,0,0,camelyon16_train_normal_059,normal_059,0
92283,63488,36608,0,0,camelyon16_train_normal_060,normal_060,0
165181,54400,35968,0,0,camelyon16_train_normal_060,normal_060,0
22971,105984,45504,0,0,camelyon16_train_normal_060,normal_060,0
174109,61568,42240,0,0,camelyon16_train_normal_060,normal_060,0
261851,105792,44672,0,0,camelyon16_train_normal_060,normal_060,0
121925,106240,49856,0,0,camelyon16_train_normal_060,normal_060,0
259424,59136,34624,0,0,camelyon16_train_normal_060,normal_060,0
200849,60288,38464,0,0,camelyon16_train_normal_060,normal_060,0
20378,60608,31040,0,0,camelyon16_train_normal_060,normal_060,0
179853,60672,29760,0,0,camelyon16_train_normal_060,normal_060,0
150963,53056,38656,0,0,camelyon16_train_normal_060,normal_060,0
253716,109632,44032,0,0,camelyon16_train_normal_060,normal_060,0
46160,116736,57152,0,0,camelyon16_train_normal_060,normal_060,0
213122,56960,40512,0,0,camelyon16_train_normal_060,normal_060,0
234621,62656,37376,0,0,camelyon16_train_normal_060,normal_060,0
212961,102720,45504,0,0,camelyon16_train_normal_060,normal_060,0
181077,53760,45440,0,0,camelyon16_train_normal_060,normal_060,0
107860,56256,40576,0,0,camelyon16_train_normal_060,normal_060,0
243199,63808,35584,0,0,camelyon16_train_normal_060,normal_060,0
88439,102272,47808,0,0,camelyon16_train_normal_060,normal_060,0
117660,62336,38784,0,0,camelyon16_train_normal_060,normal_060,0
259472,59712,31296,0,0,camelyon16_train_normal_060,normal_060,0
248960,113472,45248,0,0,camelyon16_train_normal_060,normal_060,0
239183,63104,35328,0,0,camelyon16_train_normal_060,normal_060,0
175266,56896,38592,0,0,camelyon16_train_normal_060,normal_060,0
117066,111808,45376,0,0,camelyon16_train_normal_060,normal_060,0
61195,52224,38336,0,0,camelyon16_train_normal_060,normal_060,0
27606,56960,31616,0,0,camelyon16_train_normal_060,normal_060,0
261273,118976,57920,0,0,camelyon16_train_normal_060,normal_060,0
6139,110720,43136,0,0,camelyon16_train_normal_060,normal_060,0
151378,108864,46336,0,0,camelyon16_train_normal_060,normal_060,0
202648,106944,46272,0,0,camelyon16_train_normal_060,normal_060,0
246544,111296,46464,0,0,camelyon16_train_normal_060,normal_060,0
51251,58368,34368,0,0,camelyon16_train_normal_060,normal_060,0
146076,62272,44992,0,0,camelyon16_train_normal_060,normal_060,0
92214,57856,41408,0,0,camelyon16_train_normal_060,normal_060,0
85435,56576,37632,0,0,camelyon16_train_normal_060,normal_060,0
253900,110016,52032,0,0,camelyon16_train_normal_060,normal_060,0
255821,106496,53888,0,0,camelyon16_train_normal_060,normal_060,0
134679,61440,42048,0,0,camelyon16_train_normal_060,normal_060,0
75646,58880,30784,0,0,camelyon16_train_normal_060,normal_060,0
125380,56128,33024,0,0,camelyon16_train_normal_060,normal_060,0
202028,106688,57408,0,0,camelyon16_train_normal_060,normal_060,0
225483,58112,38528,0,0,camelyon16_train_normal_060,normal_060,0
156148,108864,44224,0,0,camelyon16_train_normal_060,normal_060,0
211927,56960,37504,0,0,camelyon16_train_normal_060,normal_060,0
204276,60672,45184,0,0,camelyon16_train_normal_060,normal_060,0
32305,108992,55936,0,0,camelyon16_train_normal_060,normal_060,0
226279,109824,44736,0,0,camelyon16_train_normal_060,normal_060,0
39893,113920,46720,0,0,camelyon16_train_normal_060,normal_060,0
65757,115264,44608,0,0,camelyon16_train_normal_060,normal_060,0
134704,62464,35456,0,0,camelyon16_train_normal_060,normal_060,0
51916,62592,35008,0,0,camelyon16_train_normal_060,normal_060,0
74889,55616,33536,0,0,camelyon16_train_normal_060,normal_060,0
241967,59264,32320,0,0,camelyon16_train_normal_060,normal_060,0
243617,65280,42304,0,0,camelyon16_train_normal_060,normal_060,0
220440,106560,53056,0,0,camelyon16_train_normal_060,normal_060,0
238965,59520,39488,0,0,camelyon16_train_normal_060,normal_060,0
192430,60160,35648,0,0,camelyon16_train_normal_060,normal_060,0
238531,60608,35520,0,0,camelyon16_train_normal_060,normal_060,0
162858,75200,31424,0,0,camelyon16_train_normal_061,normal_061,0
225104,160704,48192,0,0,camelyon16_train_normal_061,normal_061,0
39323,75008,27840,0,0,camelyon16_train_normal_061,normal_061,0
149287,66752,69376,0,0,camelyon16_train_normal_061,normal_061,0
138827,100096,35648,0,0,camelyon16_train_normal_061,normal_061,0
56890,119872,59968,0,0,camelyon16_train_normal_061,normal_061,0
41820,122880,60352,0,0,camelyon16_train_normal_061,normal_061,0
38224,90048,54720,0,0,camelyon16_train_normal_061,normal_061,0
112516,173440,45248,0,0,camelyon16_train_normal_061,normal_061,0
198539,208832,46528,0,0,camelyon16_train_normal_061,normal_061,0
80828,206784,63488,0,0,camelyon16_train_normal_061,normal_061,0
125394,87680,76544,0,0,camelyon16_train_normal_061,normal_061,0
146792,90048,38656,0,0,camelyon16_train_normal_061,normal_061,0
258245,65152,66624,0,0,camelyon16_train_normal_061,normal_061,0
46053,89152,40448,0,0,camelyon16_train_normal_061,normal_061,0
197291,189696,46144,0,0,camelyon16_train_normal_061,normal_061,0
67421,158016,48704,0,0,camelyon16_train_normal_061,normal_061,0
226462,174272,36160,0,0,camelyon16_train_normal_061,normal_061,0
121495,93056,63488,0,0,camelyon16_train_normal_061,normal_061,0
191385,69184,54976,0,0,camelyon16_train_normal_061,normal_061,0
181033,175360,87040,0,0,camelyon16_train_normal_061,normal_061,0
46525,77248,28992,0,0,camelyon16_train_normal_061,normal_061,0
196836,128448,37696,0,0,camelyon16_train_normal_061,normal_061,0
73314,86400,30016,0,0,camelyon16_train_normal_061,normal_061,0
124927,75456,31936,0,0,camelyon16_train_normal_061,normal_061,0
26760,179840,36928,0,0,camelyon16_train_normal_061,normal_061,0
103826,95552,38912,0,0,camelyon16_train_normal_061,normal_061,0
148117,85888,36544,0,0,camelyon16_train_normal_061,normal_061,0
232810,76160,36864,0,0,camelyon16_train_normal_061,normal_061,0
261758,174528,37312,0,0,camelyon16_train_normal_061,normal_061,0
152046,171520,64384,0,0,camelyon16_train_normal_061,normal_061,0
124355,159616,29504,0,0,camelyon16_train_normal_061,normal_061,0
122096,153856,68864,0,0,camelyon16_train_normal_061,normal_061,0
108416,183232,59136,0,0,camelyon16_train_normal_061,normal_061,0
225347,83328,72448,0,0,camelyon16_train_normal_061,normal_061,0
151480,171968,85952,0,0,camelyon16_train_normal_061,normal_061,0
115587,76096,27008,0,0,camelyon16_train_normal_061,normal_061,0
78247,180160,79232,0,0,camelyon16_train_normal_061,normal_061,0
109103,69120,63104,0,0,camelyon16_train_normal_061,normal_061,0
249104,82368,76288,0,0,camelyon16_train_normal_061,normal_061,0
222270,95168,42240,0,0,camelyon16_train_normal_061,normal_061,0
131202,168128,30080,0,0,camelyon16_train_normal_061,normal_061,0
76641,209728,46336,0,0,camelyon16_train_normal_061,normal_061,0
237770,171392,78912,0,0,camelyon16_train_normal_061,normal_061,0
261315,156224,41152,0,0,camelyon16_train_normal_061,normal_061,0
32403,88192,39040,0,0,camelyon16_train_normal_061,normal_061,0
226479,183872,43456,0,0,camelyon16_train_normal_061,normal_061,0
146199,68928,68224,0,0,camelyon16_train_normal_061,normal_061,0
1570,182272,34240,0,0,camelyon16_train_normal_061,normal_061,0
150426,178624,36736,0,0,camelyon16_train_normal_061,normal_061,0
154261,91200,21376,0,0,camelyon16_train_normal_061,normal_061,0
141159,61888,69440,0,0,camelyon16_train_normal_061,normal_061,0
113796,87552,37824,0,0,camelyon16_train_normal_061,normal_061,0
95538,68928,61376,0,0,camelyon16_train_normal_061,normal_061,0
67330,92608,30144,0,0,camelyon16_train_normal_061,normal_061,0
114418,183552,28032,0,0,camelyon16_train_normal_061,normal_061,0
131075,17024,1600,0,0,camelyon16_train_normal_061,normal_061,0
214728,131136,25536,0,0,camelyon16_train_normal_062,normal_062,0
15006,143040,40576,0,0,camelyon16_train_normal_062,normal_062,0
20632,142656,23424,0,0,camelyon16_train_normal_062,normal_062,0
249611,147712,39424,0,0,camelyon16_train_normal_062,normal_062,0
232412,144640,30912,0,0,camelyon16_train_normal_062,normal_062,0
198830,137728,22400,0,0,camelyon16_train_normal_062,normal_062,0
142755,140544,32896,0,0,camelyon16_train_normal_062,normal_062,0
160534,127040,31808,0,0,camelyon16_train_normal_062,normal_062,0
83096,152192,26496,0,0,camelyon16_train_normal_062,normal_062,0
154424,137472,40576,0,0,camelyon16_train_normal_062,normal_062,0
17344,126656,31040,0,0,camelyon16_train_normal_062,normal_062,0
124847,138560,39104,0,0,camelyon16_train_normal_062,normal_062,0
260697,119360,59136,0,0,camelyon16_train_normal_062,normal_062,0
69950,127104,51456,0,0,camelyon16_train_normal_062,normal_062,0
17340,149696,32384,0,0,camelyon16_train_normal_062,normal_062,0
184225,126720,32320,0,0,camelyon16_train_normal_062,normal_062,0
14315,140736,23360,0,0,camelyon16_train_normal_062,normal_062,0
224057,143040,24384,0,0,camelyon16_train_normal_062,normal_062,0
241925,130112,26048,0,0,camelyon16_train_normal_062,normal_062,0
204996,136000,26688,0,0,camelyon16_train_normal_062,normal_062,0
225158,149440,36672,0,0,camelyon16_train_normal_062,normal_062,0
67482,140864,41856,0,0,camelyon16_train_normal_062,normal_062,0
7855,112576,74112,0,0,camelyon16_train_normal_062,normal_062,0
18867,137088,30208,0,0,camelyon16_train_normal_062,normal_062,0
167908,140224,32832,0,0,camelyon16_train_normal_062,normal_062,0
89400,127808,51712,0,0,camelyon16_train_normal_062,normal_062,0
52447,119232,62912,0,0,camelyon16_train_normal_062,normal_062,0
233421,146944,39104,0,0,camelyon16_train_normal_062,normal_062,0
30663,143232,29504,0,0,camelyon16_train_normal_062,normal_062,0
87949,151808,26624,0,0,camelyon16_train_normal_062,normal_062,0
213548,140800,22848,0,0,camelyon16_train_normal_062,normal_062,0
197477,149760,40448,0,0,camelyon16_train_normal_062,normal_062,0
88796,142592,39616,0,0,camelyon16_train_normal_062,normal_062,0
57,148544,41408,0,0,camelyon16_train_normal_062,normal_062,0
120433,130688,62784,0,0,camelyon16_train_normal_062,normal_062,0
252526,130368,37632,0,0,camelyon16_train_normal_062,normal_062,0
19462,145984,34240,0,0,camelyon16_train_normal_062,normal_062,0
66416,135808,57920,0,0,camelyon16_train_normal_062,normal_062,0
89402,139008,37504,0,0,camelyon16_train_normal_062,normal_062,0
140041,149632,39872,0,0,camelyon16_train_normal_062,normal_062,0
150411,119040,50368,0,0,camelyon16_train_normal_062,normal_062,0
2393,145728,24960,0,0,camelyon16_train_normal_062,normal_062,0
9096,136960,39936,0,0,camelyon16_train_normal_062,normal_062,0
40557,151040,25280,0,0,camelyon16_train_normal_062,normal_062,0
193581,141568,42304,0,0,camelyon16_train_normal_062,normal_062,0
11177,144768,25536,0,0,camelyon16_train_normal_062,normal_062,0
107375,140992,39232,0,0,camelyon16_train_normal_062,normal_062,0
156671,125952,32064,0,0,camelyon16_train_normal_062,normal_062,0
181181,134080,35072,0,0,camelyon16_train_normal_062,normal_062,0
121549,112512,55168,0,0,camelyon16_train_normal_062,normal_062,0
143903,146496,28608,0,0,camelyon16_train_normal_062,normal_062,0
154985,125184,27520,0,0,camelyon16_train_normal_062,normal_062,0
63404,117056,73536,0,0,camelyon16_train_normal_062,normal_062,0
181684,141440,26816,0,0,camelyon16_train_normal_062,normal_062,0
231203,136320,21184,0,0,camelyon16_train_normal_062,normal_062,0
42358,137344,31040,0,0,camelyon16_train_normal_062,normal_062,0
142406,127296,64896,0,0,camelyon16_train_normal_062,normal_062,0
77850,149440,31744,0,0,camelyon16_train_normal_062,normal_062,0
85402,146560,21248,0,0,camelyon16_train_normal_062,normal_062,0
40625,143424,41664,0,0,camelyon16_train_normal_062,normal_062,0
166238,134528,37376,0,0,camelyon16_train_normal_062,normal_062,0
201328,151296,37376,0,0,camelyon16_train_normal_062,normal_062,0
4115,141568,32320,0,0,camelyon16_train_normal_062,normal_062,0
131322,140992,24576,0,0,camelyon16_train_normal_062,normal_062,0
187641,140416,31808,0,0,camelyon16_train_normal_062,normal_062,0
142718,131072,34432,0,0,camelyon16_train_normal_062,normal_062,0
117022,127552,60096,0,0,camelyon16_train_normal_062,normal_062,0
90486,134016,29568,0,0,camelyon16_train_normal_062,normal_062,0
86018,131904,63488,0,0,camelyon16_train_normal_062,normal_062,0
211309,123840,54784,0,0,camelyon16_train_normal_062,normal_062,0
48263,141824,28160,0,0,camelyon16_train_normal_062,normal_062,0
155988,145984,36032,0,0,camelyon16_train_normal_062,normal_062,0
158410,108864,12544,0,0,camelyon16_train_normal_063,normal_063,0
191225,136832,47680,0,0,camelyon16_train_normal_063,normal_063,0
149798,124352,43968,0,0,camelyon16_train_normal_063,normal_063,0
68766,141056,54400,0,0,camelyon16_train_normal_063,normal_063,0
47209,126464,39616,0,0,camelyon16_train_normal_063,normal_063,0
80772,136192,13248,0,0,camelyon16_train_normal_063,normal_063,0
161525,140608,64960,0,0,camelyon16_train_normal_063,normal_063,0
22977,111296,75584,0,0,camelyon16_train_normal_063,normal_063,0
110302,108160,24000,0,0,camelyon16_train_normal_063,normal_063,0
165846,126656,44992,0,0,camelyon16_train_normal_063,normal_063,0
62749,117312,28288,0,0,camelyon16_train_normal_063,normal_063,0
228688,111616,72384,0,0,camelyon16_train_normal_063,normal_063,0
